Path	Purpose	Status	Authority	Action
miataru/.specstory/history/2026-02-05_18-17Z-switch-case-executable-statement.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-05_18-30Z-invisible-navigation-ghost.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-05_19-10Z-shimmeringroutepolyline-animation-issue.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_12-47Z-double-tap-navigation-map-angle.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_13-17Z-local-master-branch-reset.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_16-10Z-user-mode-reset-on-navigation-stop.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_16-47Z-device-speed-in-history-feature.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_17-00Z-navigation-mode-location-cache-issue.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_17-12Z-animated-navigation-route-display.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_19-25Z-animated-polyline-gradient-patch.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_21-19Z-haptics-in-double-tapped-navigation-mode.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-06_21-28Z-route-polyline-dashed-animation.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_10-17Z-edit-device-view-layout.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_10-22Z-access-control-error-message-translation.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_10-26Z-acl-configuration-for-user-device.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_10-39Z-ghost-position-calculation-for-moving-device.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_13-43Z-ghost-appearance-after-eta-bug.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_15-05Z-location-tracking-statistics-not-resetting.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_15-18Z-double-tap-implies-single-tap.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_15-46Z-device-location-history-cache.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_16-00Z-unknown-visitor-device-id-pre-fill.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_16-03Z-acl-toggle-dependency.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_16-10Z-allowed-device-feature-translations.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_16-31Z-haptik-bei-navigation-im-umkehrmodus.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_16-50Z-visitor-history-refresh-on-devices-tab.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_18-08Z-ignore-list-removal-after-device-add.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_18-15Z-visitor-history-slide-actions.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_18-21Z-visitor-history-slide-actions.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-07_18-31Z-device-location-request-id-transmission.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-08_18-47Z-allowed-device-list-feature-implementation-plan.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-15_11-13Z-zusammenfassung-von-branch-3-commits.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-15_11-29Z-changelog-update-rules.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-15_14-51Z-miataruswift-device-slogan-api-client-erweiterung.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-15_16-22Z-device-info-text-unknown-visitors-and-info-labels.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-15_17-06Z-slogan-placeholder-and-localization-audit.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-17_19-48Z-getlocationhistory-requesting-devicekey.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-19_13-25Z-encoding-error-overlay-and-retry-policy.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-19_17-12Z-vollmodus-route-und-live-eta.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-23_18-30Z-navigation-background-refresh-und-mutual-rendering.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-24_19-36Z-doppel-tap-navigation-rendering-und-kamera.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-24_20-03Z-standort-statistik-heute-zaehler-und-lokalisierung.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-26_13-58Z-navigation-refresh-tests-und-threading-fixes.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-26_15-46Z-uitest-target-application-fix.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-26_16-50Z-navigation-standardmodus-speed-anzeige.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-27_13-08Z-repository-aenderungen-analysieren-dokumentieren-und-committen.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-27_13-29Z-bildschirmrotation-verhindern-setting.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-27_15-45Z-zielgeraet-route-refresh-offroute-optimierung.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-27_18-45Z-cli-test-skripte-fuer-macos.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-02-27_19-02Z-test-build-configuration-and-test-integration-repair.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-02_09-44Z-navigation-bottom-arrival-localization.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-04_07-56Z-double-tap-route-refresh-und-widget-stale-key.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-09_16-53Z-unknown-visitor-alerts-onboarding-and-commit.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-11_13-19Z-miataru-client-getdevicesecuritystatus-api-endpoint.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-11_19-18Z-navigation-standard-mode-eta-refresh-and-compact-arrival-line.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-03-14_19-02Z-settings-refactor-and-slogan-fetch-paths.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-04-24_09-19Z-device-history-loading-feedback.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-04-24_09-27Z-device-history-map-user-camera-priority.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-04-27_00-29Z-central-background-updates-settings-toggle.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-04-27_09-50Z-frequent-background-device-list-expiration-notice.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-06-08_10-38Z-location-manager-policy-refactor.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-06-08_11-24Z-smart-frequent-watchdog-deactivation-notification.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-08-25_18-41-03Z-navigation-live-activity-and-location-delivery.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-08-25_18-55-32Z-navigation-background-location-cleanup.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-08-25_19-36-00Z-live-activity-location-policy-isolation.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-08-25_19-59-56Z-navigation-live-activity-bgapprefresh.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/.specstory/history/2026-08-25_22-05-47Z-startup-heartbeat-history-preservation.md	Historical chat record	historisch	Git history	Retain; never require new chat records
miataru/AGENTS.md	Agent Rules	Current	Active repository workflow	Keep requirements consistent across tools
miataru/APP_FEATURES.md	miataru App - Feature and Developer Guide	Current	App code and project settings	Keep verified against current implementation
miataru/APP_STORE_DESCRIPTION.md	miataru - App Store Description	Current	Verified app behavior and release record	Update copy only for accepted capabilities
miataru/CHANGELOG.md	CHANGELOG	Current	Completed commits and release evidence	Append completed changes under project version
miataru/DEVELOPMENT.md	Development Guide - miataru iOS App	Current	App code and project settings	Keep verified against current implementation
miataru/Libraries/CodeScanner-main/README.md	CodeScanner	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/CodeScanner-main/Sources/CodeScanner/Resources/Assets.xcassets/capture.imageset/Capture Button.pdf	Capture Button	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/CodeScanner-main/Sources/CodeScanner/Resources/Assets.xcassets/viewfinder.imageset/viewfinder.pdf	viewfinder	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/MiataruClientSwift/README.md	MiataruAPIClient	Current	App code and project settings	Keep verified against current implementation
miataru/Libraries/NavigationOverlayKit-master/.specstory/history/2025-10-12_14-03Z-swift-code-errors-and-deprecations.md	Swift code errors and deprecations (2025-10-12 14:03Z)	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/NavigationOverlayKit-master/.specstory/history/2025-10-12_14-24Z-rename-project-to-better-reflect-purpose.md	Rename project to better reflect purpose (2025-10-12 14:24Z)	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/NavigationOverlayKit-master/.specstory/history/2025-10-12_14-42Z-update-navigation-tokens-for-multiple-languages.md	Update navigation tokens for multiple languages (2025-10-12 14:42Z)	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/NavigationOverlayKit-master/.specstory/history/2025-10-12_14-48Z-understanding-token-structures-and-their-use-cases.md	Understanding token structures and their use-cases (2025-10-12 14:48Z)	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/NavigationOverlayKit-master/.specstory/history/2025-10-12_16-16Z-check-for-overlapping-token-definitions.md	Check for overlapping token definitions (2025-10-12 16:16Z)	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/NavigationOverlayKit-master/README.md	NavigationOverlayKit	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Art/images/basic-doco-md-coreimage.pdf	basic doco md coreimage	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Documentation/shape-configuration/eye-styles.md	Eye shape options	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Documentation/shape-configuration/pixel-styles.md	Pixel shape options	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Documentation/shape-configuration/pupil-styles.md	Pupil shape options	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/basic/index.md	A basic QR Code	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/blobby/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/green/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/lcd/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/lineargradient/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/logo-background/logo-background.md	logo background	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/negated/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/peacock/beach-peacock.pdf	beach peacock	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/peacock/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/people/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/people/qrcode-with-logo.pdf	qrcode with logo	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/pixel-inset-doco/pixel-inset-tests.md	Pixel inset generator examples	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/pixel-rotation-doco/pixel-rotation-tests.md	Pixel rotation generator examples	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/red-b/red-b.md	red b	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/scan/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/scan/qrcode-with-basic-logo.pdf	qrcode with basic logo	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/simple-inner-shadow/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/ugly-sweater/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/watchos/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/wiki/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/wombles/wombles.md	wombles	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/Examples/wwf/index.md	index	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/QRCode-main/README.md	QRCode	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/SwiftImageReadWrite/README.md	SwiftImageReadWrite	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/Libraries/swift-qrcode-generator/README.md	Swift QR Code Generator	Current	Vendored upstream snapshot	Retain external text; recheck on dependency update
miataru/PROJECT_OVERVIEW.md	miataru iOS App - Project Overview	Current	App code and project settings	Keep verified against current implementation
tools/SwiftProjectGraph/BENCHMARKS.md	Miataru SwiftProjectGraph Benchmark	Current	SwiftProjectGraph source and project.json	Keep Miataru commands and limits accurate
tools/SwiftProjectGraph/INSTALL.md	Install SwiftProjectGraph in another repository	Current	SwiftProjectGraph source and project.json	Keep Miataru commands and limits accurate
tools/SwiftProjectGraph/README.md	SwiftProjectGraph	Current	SwiftProjectGraph source and project.json	Keep Miataru commands and limits accurate
